NAME,BUS_FROM,BUS_TO,LENGTH[M],GEOMETRY,BASE_KV
LV1FFLX754,BUSLVFLX784,BUSLVFLX780,0.9708,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX755,BUSLVFLX797,BUSLVFLX780,12.7308,Linecode=TRPX6AAC,0.12
LV1FFLX756,BUSLVFLX783,BUSLVFLX782,8.3732,Linecode=TRPX6AAC,0.12
LV1FFLX757,BUSLVFLX782,BUSLVFLX785,0.4879,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX758,BUSLVFLX789,BUSLVFLX784,2.4264,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX759,BUSLVFLX785,BUSLVFLX794,5.6373,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX760,BUSLVFLX804,BUSLVFLX785,7.7304,Linecode=TRPX6AAC,0.12
LV1FFLX761,BUSLVFLX792,BUSLVFLX786,2.8836,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX762,BUSLVFLX819,BUSLVFLX786,12.3442,Linecode=TRPX6AAC,0.12
LV1FFLX763,BUSLVFLX791,BUSLVFLX787,1.7569,Linecode=TRPX6AAC,0.12
LV1FFLX764,BUSLVFLX796,BUSLVFLX787,2.1197,Linecode=TRPX6AAC,0.12
LV1FFLX765,BUSLVFLX788,BUSLVFLX789,16.7531,Linecode=TRPX6AAC,0.12
LV1FFLX766,BUSLVFLX799,BUSLVFLX789,2.8542,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX767,BUSLVFLX793,BUSLVFLX792,5.6371,Linecode=TRPX6AAC,0.12
LV1FFLX768,BUSLVFLX805,BUSLVFLX792,7.9471,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX769,BUSLVFLX795,BUSLVFLX794,7.4718,Linecode=TRPX6AAC,0.12
LV1FFLX770,BUSLVFLX794,BUSLVFLX800,3.6269,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX771,BUSLVFLX811,BUSLVFLX794,8.08,Linecode=TRPX6AAC,0.12
LV1FFLX772,BUSLVFLX810,BUSLVFLX799,5.637,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX773,BUSLVFLX801,BUSLVFLX800,7.9334,Linecode=TRPX6AAC,0.12
LV1FFLX774,BUSLVFLX800,BUSLVFLX802,1.9654,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX775,BUSLVFLX803,BUSLVFLX802,7.7537,Linecode=TRPX6AAC,0.12
LV1FFLX776,BUSLVFLX802,BUSLVFLX809,6.7611,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX777,BUSLVFLX818,BUSLVFLX802,8.2269,Linecode=TRPX6AAC,0.12
LV1FFLX778,BUSLVFLX806,BUSLVFLX805,4.798,Linecode=TRPX6AAC,0.12
LV1FFLX779,BUSLVFLX813,BUSLVFLX805,6.5816,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX780,BUSLVFLX807,BUSLVFLX808,35.86,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX781,BUSLVFLX825,BUSLVFLX807,14.7736,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX782,BUSLVFLX835,BUSLVFLX807,17.6986,Linecode=TRPX6AAC,0.12
LV1FFLX783,BUSLVFLX809,BUSLVFLX815,8.108,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX784,BUSLVFLX820,BUSLVFLX809,8.3675,Linecode=TRPX6AAC,0.12
LV1FFLX785,BUSLVFLX812,BUSLVFLX810,6.1703,Linecode=TRPX6AAC,0.12
LV1FFLX786,BUSLVFLX821,BUSLVFLX810,8.5711,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX787,BUSLVFLX814,BUSLVFLX813,6.1112,Linecode=TRPX6AAC,0.12
LV1FFLX788,BUSLVFLX822,BUSLVFLX813,7.5053,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX789,BUSLVFLX829,BUSLVFLX813,10.8461,Linecode=TRPX6AAC,0.12
LV1FFLX790,BUSLVFLX816,BUSLVFLX815,6.0922,Linecode=TRPX6AAC,0.12
LV1FFLX791,BUSLVFLX815,BUSLVFLX817,0.159,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX792,BUSLVFLX817,BUSLVFLX821,16.9877,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX793,BUSLVFLX828,BUSLVFLX817,10.3446,Linecode=TRPX6AAC,0.12
LV1FFLX794,BUSLVFLX826,BUSLVFLX821,5.7802,Linecode=TRPX6AAC,0.12
LV1FFLX795,BUSLVFLX834,BUSLVFLX821,8.1747,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX796,BUSLVFLX823,BUSLVFLX822,6.598,Linecode=TRPX6AAC,0.12
LV1FFLX797,BUSLVFLX824,BUSLVFLX822,1.6267,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX798,BUSLVFLX831,BUSLVFLX824,4.7769,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX799,BUSLVFLX838,BUSLVFLX824,9.5892,Linecode=TRPX6AAC,0.12
LV1FFLX800,BUSLVFLX840,BUSLVFLX825,13.6507,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX801,BUSLVFLX847,BUSLVFLX825,16.8133,Linecode=TRPX6AAC,0.12
LV1FFLX802,BUSLVFLX827,BUSLVFLX826,5.2352,Linecode=TRPX6AAC,0.12
LV1FFLX803,BUSLVFLX830,BUSLVFLX826,4.8019,Linecode=TRPX6AAC,0.12
LV1FFLX804,BUSLVFLX832,BUSLVFLX831,4.4315,Linecode=TRPX6AAC,0.12
LV1FFLX805,BUSLVFLX833,BUSLVFLX831,2.3776,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX806,BUSLVFLX836,BUSLVFLX833,4.1475,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX807,BUSLVFLX844,BUSLVFLX833,9.8419,Linecode=TRPX6AAC,0.12
LV1FFLX808,BUSLVFLX839,BUSLVFLX834,9.5872,Linecode=TRPX6AAC,0.12
LV1FFLX809,BUSLVFLX857,BUSLVFLX834,17.398,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX810,BUSLVFLX837,BUSLVFLX836,6.1758,Linecode=TRPX6AAC,0.12
LV1FFLX811,BUSLVFLX841,BUSLVFLX836,3.3078,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX812,BUSLVFLX848,BUSLVFLX840,12.711,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX813,BUSLVFLX869,BUSLVFLX840,15.6542,Linecode=TRPX6AAC,0.12
LV1FFLX814,BUSLVFLX842,BUSLVFLX841,2.2037,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX815,BUSLVFLX853,BUSLVFLX841,10.0789,Linecode=TRPX6AAC,0.12
LV1FFLX816,BUSLVFLX843,BUSLVFLX842,6.4226,Linecode=TRPX6AAC,0.12
LV1FFLX817,BUSLVFLX845,BUSLVFLX842,4.7832,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX818,BUSLVFLX846,BUSLVFLX845,6.7511,Linecode=TRPX6AAC,0.12
LV1FFLX819,BUSLVFLX859,BUSLVFLX845,6.4065,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX820,BUSLVFLX888,BUSLVFLX848,23.2335,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX821,BUSLVFLX890,BUSLVFLX848,15.0899,Linecode=TRPX6AAC,0.12
LV1FFLX822,BUSLVFLX849,BUSLVFLX850,3.6972,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX823,BUSLVFLX851,BUSLVFLX850,11.5784,Linecode=TRPX6AAC,0.12
LV1FFLX824,BUSLVFLX850,BUSLVFLX852,0.1811,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX825,BUSLVFLX852,BUSLVFLX858,5.1778,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX826,BUSLVFLX872,BUSLVFLX852,7.3415,Linecode=TRPX6AAC,0.12
LV1FFLX827,BUSLVFLX854,BUSLVFLX855,67.3192,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX828,BUSLVFLX856,BUSLVFLX855,12.1606,Linecode=TRPX6AAC,0.12
LV1FFLX829,BUSLVFLX855,BUSLVFLX887,11.5307,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX830,BUSLVFLX863,BUSLVFLX857,1.6129,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX831,BUSLVFLX866,BUSLVFLX857,17.9127,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX832,BUSLVFLX858,BUSLVFLX864,2.8904,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX833,BUSLVFLX874,BUSLVFLX858,5.7217,Linecode=TRPX6AAC,0.12
LV1FFLX834,BUSLVFLX860,BUSLVFLX859,8.7003,Linecode=TRPX6AAC,0.12
LV1FFLX835,BUSLVFLX861,BUSLVFLX859,0.1928,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX836,BUSLVFLX867,BUSLVFLX861,3.2223,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX837,BUSLVFLX873,BUSLVFLX861,6.7544,Linecode=TRPX6AAC,0.12
LV1FFLX838,BUSLVFLX862,BUSLVFLX863,10.3818,Linecode=TRPX6AAC,0.12
LV1FFLX839,BUSLVFLX899,BUSLVFLX863,18.5902,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX840,BUSLVFLX865,BUSLVFLX864,11.1107,Linecode=TRPX6AAC,0.12
LV1FFLX841,BUSLVFLX864,BUSLVFLX868,1.7861,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX842,BUSLVFLX877,BUSLVFLX864,5.1561,Linecode=TRPX6AAC,0.12
LV1FFLX843,BUSLVFLX883,BUSLVFLX866,13.3737,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX844,BUSLVFLX886,BUSLVFLX866,11.6112,Linecode=TRPX6AAC,0.12
LV1FFLX845,BUSLVFLX868,BUSLVFLX870,2.1788,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX846,BUSLVFLX878,BUSLVFLX868,4.1872,Linecode=TRPX6AAC,0.12
LV1FFLX847,BUSLVFLX871,BUSLVFLX870,11.0525,Linecode=TRPX6AAC,0.12
LV1FFLX848,BUSLVFLX870,BUSLVFLX875,4.3121,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX849,BUSLVFLX879,BUSLVFLX870,3.2607,Linecode=TRPX6AAC,0.12
LV1FFLX850,BUSLVFLX880,BUSLVFLX873,4.2024,Linecode=TRPX6AAC,0.12
LV1FFLX851,BUSLVFLX885,BUSLVFLX873,4.9305,Linecode=TRPX6AAC,0.12
LV1FFLX852,BUSLVFLX876,BUSLVFLX875,11.54,Linecode=TRPX6AAC,0.12
LV1FFLX853,BUSLVFLX875,BUSLVFLX881,4.5104,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX854,BUSLVFLX884,BUSLVFLX875,3.253,Linecode=TRPX6AAC,0.12
LV1FFLX855,BUSLVFLX882,BUSLVFLX881,11.5048,Linecode=TRPX6AAC,0.12
LV1FFLX856,BUSLVFLX881,BUSLVFLX891,5.5575,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX857,BUSLVFLX893,BUSLVFLX881,3.922,Linecode=TRPX6AAC,0.12
LV1FFLX858,BUSLVFLX895,BUSLVFLX883,4.1581,Linecode=TRPX2AAC,0.12
LV1FFLX859,BUSLVFLX900,BUSLVFLX883,12.9109,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX860,BUSLVFLX897,BUSLVFLX887,16.7034,Linecode=TRPX6AAC,0.12
LV1FFLX861,BUSLVFLX887,BUSLVFLX921,26.9757,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX862,BUSLVFLX889,BUSLVFLX888,16.3371,Linecode=TRPX6AAC,0.12
LV1FFLX863,BUSLVFLX909,BUSLVFLX888,14.3454,Linecode=TRPX6AAC,0.12
LV1FFLX864,BUSLVFLX910,BUSLVFLX888,23.9277,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX865,BUSLVFLX892,BUSLVFLX891,12.4015,Linecode=TRPX6AAC,0.12
LV1FFLX866,BUSLVFLX891,BUSLVFLX894,1.0621,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX867,BUSLVFLX901,BUSLVFLX894,7.9708,Linecode=TRPX6AAC,0.12
LV1FFLX868,BUSLVFLX894,BUSLVFLX903,16.4137,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX869,BUSLVFLX896,BUSLVFLX895,1.885,Linecode=TRPX2AAC,0.12
LV1FFLX870,BUSLVFLX898,BUSLVFLX895,2.1174,Linecode=TRPX2AAC,0.12
LV1FFLX871,BUSLVFLX902,BUSLVFLX899,9.8803,Linecode=TRPX6AAC,0.12
LV1FFLX872,BUSLVFLX903,BUSLVFLX899,7.7825,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX873,BUSLVFLX905,BUSLVFLX900,5.6258,Linecode=TRPX6AAC,0.12
LV1FFLX874,BUSLVFLX907,BUSLVFLX900,7.935,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX875,BUSLVFLX904,BUSLVFLX903,0.1857,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX876,BUSLVFLX906,BUSLVFLX904,2.0663,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX877,BUSLVFLX917,BUSLVFLX904,22.1949,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX878,BUSLVFLX908,BUSLVFLX906,4.3068,Linecode=TRPX6AAC,0.12
LV1FFLX879,BUSLVFLX911,BUSLVFLX906,2.9065,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX880,BUSLVFLX913,BUSLVFLX907,4.0564,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX881,BUSLVFLX914,BUSLVFLX907,7.0575,Linecode=TRPX6AAC,0.12
LV1FFLX882,BUSLVFLX912,BUSLVFLX908,14.6491,Linecode=TRPX6AAC,0.12
LV1FFLX883,BUSLVFLX908,BUSLVFLX7,4.4117,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX884,BUSLVFLX915,BUSLVFLX910,11.1209,Linecode=TRPX6AAC,0.12
LV1FFLX885,BUSLVFLX919,BUSLVFLX910,16.401,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX886,BUSLVFLX916,BUSLVFLX914,4.9275,Linecode=TRPX6AAC,0.12
LV1FFLX887,BUSLVFLX920,BUSLVFLX914,5.5423,Linecode=TRPX6AAC,0.12
LV1FFLX888,BUSLVFLX918,BUSLVFLX917,6.9767,Linecode=TRPX6AAC,0.12
LV1FFLX889,BUSLVFLX923,BUSLVFLX917,7.308,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX890,BUSLVFLX925,BUSLVFLX919,8.4113,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX891,BUSLVFLX932,BUSLVFLX919,10.2101,Linecode=TRPX6AAC,0.12
LV1FFLX892,BUSLVFLX922,BUSLVFLX921,11.3085,Linecode=TRPX6AAC,0.12
LV1FFLX893,BUSLVFLX927,BUSLVFLX921,21.7223,Linecode=TRPX2AAC,0.12
LV1FFLX894,BUSLVFLX921,BUSLVFLX935,11.2484,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX895,BUSLVFLX924,BUSLVFLX923,5.1345,Linecode=TRPX6AAC,0.12
LV1FFLX896,BUSLVFLX929,BUSLVFLX923,4.981,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX897,BUSLVFLX925,BUSLVFLX16,3.5572,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX898,BUSLVFLX937,BUSLVFLX925,15.3194,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX899,BUSLVFLX926,BUSLVFLX927,4.4636,Linecode=TRPX6AAC,0.12
LV1FFLX900,BUSLVFLX928,BUSLVFLX927,4.1187,Linecode=TRPX6AAC,0.12
LV1FFLX901,BUSLVFLX931,BUSLVFLX927,4.3533,Linecode=TRPX6AAC,0.12
LV1FFLX902,BUSLVFLX930,BUSLVFLX929,5.1738,Linecode=TRPX6AAC,0.12
LV1FFLX903,BUSLVFLX933,BUSLVFLX929,3.9877,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX904,BUSLVFLX934,BUSLVFLX933,4.4988,Linecode=TRPX6AAC,0.12
LV1FFLX905,BUSLVFLX938,BUSLVFLX933,4.4603,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX906,BUSLVFLX935,BUSLVFLX14,2.1497,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX907,BUSLVFLX936,BUSLVFLX935,17.3654,Linecode=TRPX6AAC,0.12
LV1FFLX908,BUSLVFLX935,BUSLVFLX943,8.7436,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX909,BUSLVFLX941,BUSLVFLX937,7.5732,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX910,BUSLVFLX949,BUSLVFLX937,11.3379,Linecode=TRPX6AAC,0.12
LV1FFLX911,BUSLVFLX939,BUSLVFLX938,5.9217,Linecode=TRPX6AAC,0.12
LV1FFLX912,BUSLVFLX940,BUSLVFLX938,4.2177,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX913,BUSLVFLX945,BUSLVFLX940,5.8273,Linecode=TRPX6AAC,0.12
LV1FFLX914,BUSLVFLX946,BUSLVFLX940,3.4967,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX915,BUSLVFLX942,BUSLVFLX941,12.544,Linecode=TRPX6AAC,0.12
LV1FFLX916,BUSLVFLX947,BUSLVFLX941,5.2879,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX917,BUSLVFLX944,BUSLVFLX943,12.6123,Linecode=TRPX6AAC,0.12
LV1FFLX918,BUSLVFLX948,BUSLVFLX943,20.1533,Linecode=TRPX6AAC,0.12
LV1FFLX919,BUSLVFLX943,BUSLVFLX955,8.463,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX920,BUSLVFLX950,BUSLVFLX946,3.5496,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX921,BUSLVFLX951,BUSLVFLX946,6.2453,Linecode=TRPX6AAC,0.12
LV1FFLX922,BUSLVFLX952,BUSLVFLX947,5.743,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX923,BUSLVFLX958,BUSLVFLX947,10.5973,Linecode=TRPX6AAC,0.12
LV1FFLX924,BUSLVFLX954,BUSLVFLX950,6.0982,Linecode=TRPX6AAC,0.12
LV1FFLX925,BUSLVFLX957,BUSLVFLX950,4.4178,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX926,BUSLVFLX953,BUSLVFLX952,0.2841,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX927,BUSLVFLX964,BUSLVFLX952,8.958,Linecode=TRPX4AAC,0.12
LV1FFLX928,BUSLVFLX956,BUSLVFLX953,5.6848,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX929,BUSLVFLX966,BUSLVFLX953,12.1202,Linecode=TRPX6AAC,0.12
LV1FFLX930,BUSLVFLX959,BUSLVFLX955,26.6688,Linecode=TRPX6AAC,0.12
LV1FFLX931,BUSLVFLX955,BUSLVFLX968,8.3581,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX932,BUSLVFLX970,BUSLVFLX956,16.3552,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX933,BUSLVFLX971,BUSLVFLX956,12.087,Linecode=TRPX6AAC,0.12
LV1FFLX934,BUSLVFLX960,BUSLVFLX957,7.1081,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX935,BUSLVFLX961,BUSLVFLX957,3.1506,Linecode=TRPX6AAC,0.12
LV1FFLX936,BUSLVFLX965,BUSLVFLX960,17.8996,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX937,BUSLVFLX972,BUSLVFLX960,16.679,Linecode=TRPX2AAC,0.12
LV1FFLX938,BUSLVFLX962,BUSLVFLX961,2.9032,Linecode=TRPX6AAC,0.12
LV1FFLX939,BUSLVFLX963,BUSLVFLX961,2.6022,Linecode=TRPX6AAC,0.12
LV1FFLX940,BUSLVFLX967,BUSLVFLX968,25.6277,Linecode=TRPX6AAC,0.12
LV1FFLX941,BUSLVFLX969,BUSLVFLX968,10.4485,Linecode=TRPX6AAC,0.12
LV1FFLX942,BUSLVFLX968,BUSLVFLX978,11.1406,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX943,BUSLVFLX979,BUSLVFLX970,13.9313,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX944,BUSLVFLX980,BUSLVFLX970,11.5838,Linecode=TRPX6AAC,0.12
LV1FFLX945,BUSLVFLX973,BUSLVFLX972,2.1643,Linecode=TRPX6AAC,0.12
LV1FFLX946,BUSLVFLX974,BUSLVFLX972,2.1092,Linecode=TRPX6AAC,0.12
LV1FFLX947,BUSLVFLX975,BUSLVFLX972,2.0618,Linecode=TRPX6AAC,0.12
LV1FFLX948,BUSLVFLX976,BUSLVFLX972,2.3017,Linecode=TRPX6AAC,0.12
LV1FFLX949,BUSLVFLX977,BUSLVFLX978,33.7345,Linecode=TRPX6AAC,0.12
LV1FFLX950,BUSLVFLX978,BUSLVFLX982,8.0017,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX951,BUSLVFLX983,BUSLVFLX979,14.9927,Linecode=TRPX2AAC,0.12
LV1FFLX952,BUSLVFLX990,BUSLVFLX979,42.2487,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX953,BUSLVFLX981,BUSLVFLX982,17.1806,Linecode=TRPX6AAC,0.12
LV1FFLX954,BUSLVFLX982,BUSLVFLX986,12.2451,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX955,BUSLVFLX984,BUSLVFLX983,5.8069,Linecode=TRPX6AAC,0.12
LV1FFLX956,BUSLVFLX985,BUSLVFLX983,5.414,Linecode=TRPX6AAC,0.12
LV1FFLX957,BUSLVFLX992,BUSLVFLX986,18.7286,Linecode=TRPX6AAC,0.12
LV1FFLX958,BUSLVFLX986,BUSLVFLX994,9.0376,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX959,BUSLVFLX987,BUSLVFLX988,3.1442,Linecode=TRPX6AAC,0.12
LV1FFLX960,BUSLVFLX989,BUSLVFLX988,3.1831,Linecode=TRPX6AAC,0.12
LV1FFLX961,BUSLVFLX993,BUSLVFLX988,4.1635,Linecode=TRPX6AAC,0.12
LV1FFLX962,BUSLVFLX988,BUSLVFLX1001,14.3968,Linecode=TRPX2AAC,0.12
LV1FFLX963,BUSLVFLX991,BUSLVFLX990,10.0497,Linecode=TRPX6AAC,0.12
LV1FFLX964,BUSLVFLX1001,BUSLVFLX990,6.4011,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX965,BUSLVFLX994,BUSLVFLX999,3.282,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX966,BUSLVFLX1004,BUSLVFLX994,18.9368,Linecode=TRPX6AAC,0.12
LV1FFLX967,BUSLVFLX995,BUSLVFLX996,2.7067,Linecode=TRPX6AAC,0.12
LV1FFLX968,BUSLVFLX997,BUSLVFLX996,2.7242,Linecode=TRPX6AAC,0.12
LV1FFLX969,BUSLVFLX998,BUSLVFLX996,3.1238,Linecode=TRPX6AAC,0.12
LV1FFLX970,BUSLVFLX996,BUSLVFLX1006,10.4692,Linecode=TRPX2AAC,0.12
LV1FFLX971,BUSLVFLX1000,BUSLVFLX999,2.2019,Linecode=TRPX6AAC,0.12
LV1FFLX972,BUSLVFLX999,BUSLVFLX1002,2.0047,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX973,BUSLVFLX1005,BUSLVFLX1001,4.9486,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX974,BUSLVFLX1003,BUSLVFLX1002,2.7046,Linecode=TRPX6AAC,0.12
LV1FFLX975,BUSLVFLX1002,BUSLVFLX1006,2.125,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX976,BUSLVFLX1007,BUSLVFLX1005,4.8807,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX977,BUSLVFLX1019,BUSLVFLX1005,18.4594,Linecode=TRPX6AAC,0.12
LV1FFLX978,BUSLVFLX1006,BUSLVFLX1016,12.3672,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX979,BUSLVFLX1008,BUSLVFLX1007,7.3643,Linecode=TRPX6AAC,0.12
LV1FFLX980,BUSLVFLX1014,BUSLVFLX1007,8.568,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX981,BUSLVFLX1009,BUSLVFLX1010,2.6633,Linecode=TRPX6AAC,0.12
LV1FFLX982,BUSLVFLX1011,BUSLVFLX1010,2.5785,Linecode=TRPX6AAC,0.12
LV1FFLX983,BUSLVFLX1012,BUSLVFLX1010,2.6272,Linecode=TRPX6AAC,0.12
LV1FFLX984,BUSLVFLX1013,BUSLVFLX1010,2.9837,Linecode=TRPX6AAC,0.12
LV1FFLX985,BUSLVFLX1010,BUSLVFLX1016,11.5116,Linecode=TRPX2AAC,0.12
LV1FFLX986,BUSLVFLX1015,BUSLVFLX1014,8.8675,Linecode=TRPX6AAC,0.12
LV1FFLX987,BUSLVFLX1017,BUSLVFLX1014,5.447,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX988,BUSLVFLX1016,BUSLVFLX1024,12.9539,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX989,BUSLVFLX1018,BUSLVFLX1017,8.9777,Linecode=TRPX6AAC,0.12
LV1FFLX990,BUSLVFLX1020,BUSLVFLX1017,4.6514,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX991,BUSLVFLX1021,BUSLVFLX1020,10.0894,Linecode=TRPX6AAC,0.12
LV1FFLX992,BUSLVFLX1022,BUSLVFLX1020,8.3444,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX993,BUSLVFLX1026,BUSLVFLX1020,14.4534,Linecode=TRPX6AAC,0.12
LV1FFLX994,BUSLVFLX1023,BUSLVFLX1022,14.7882,Linecode=TRPX6AAC,0.12
LV1FFLX995,BUSLVFLX1032,BUSLVFLX1022,28.8957,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX996,BUSLVFLX1025,BUSLVFLX1024,14.0866,Linecode=TRPX6AAC,0.12
LV1FFLX997,BUSLVFLX1024,BUSLVFLX1027,9.1089,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX998,BUSLVFLX1028,BUSLVFLX1027,12.1639,Linecode=TRPX6AAC,0.12
LV1FFLX999,BUSLVFLX1027,BUSLVFLX1030,7.3464,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX1000,BUSLVFLX1029,BUSLVFLX1030,18.5676,Linecode=TRPX6AAC,0.12
LV1FFLX1001,BUSLVFLX1031,BUSLVFLX1030,11.4673,Linecode=TRPX6AAC,0.12
LV1FFLX1002,BUSLVFLX1030,BUSLVFLX1037,17.9122,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX1003,BUSLVFLX1033,BUSLVFLX1032,10.1176,Geometry=1FLV3/0AAC3/0AAC,0.12
